50.100.10.30,Canalitzacions i arquetes comuns d'instal·lacions
60,Equipaments i mobiliari
60.10,Equipaments
60.10.10,Cambres humides / sanitaris
60.10.10.10,Inodors
60.10.10.20,Urinaris
60.10.10.30,Bidets
60.10.10.40,Plats de dutxa
60.10.10.50,Banyeres
60.10.10.60,Rentamans
60.10.10.70,Piques
60.10.10.80,Accessoris per a cambres humides
60.10.10.90,Safareigs
60.10.10.100,Abocador
60.10.20,Altres equipaments
60.10.20.10,Equipaments per a circulació de vehicles
60.10.20.20,Equipaments comercials
60.10.20.30,Equipaments institucionals
60.10.20.40,Equipaments recreatius
60.10.20.50,Equipaments assistencials
60.10.20.60,Electrodomèstics
60.10.20.70,Aparells informàtics
60.20,Mobiliari
60.20.10,Mobiliari fixe
60.20.10.10,Taulells
60.20.10.20,Estants
60.20.10.30,Miralls
60.20.10.40,Mostradors
60.20.10.50,Mobles d'obra
60.20.10.60,Armaris encastats
60.20.10.70,Bancades
60.20.10.80,Altres mobiliaris fixes
60.20.30,Mobiliari mòbil
60.20.30.10,Taules
60.20.30.20,Cadires i sofàs
60.20.30.30,Taburets
60.20.30.40,Bancs
60.20.30.50,Llits
60.20.30.60,Armaris, calaixeres i arxivadors
60.20.30.70,Altres mobiliaris mòbils
60.30,Sistemes de transport
60.30.10,Transport vertical
60.30.10.10,Ascensors
60.30.10.20,Muntarcàrregues
60.30.10.30,Escales mecàniques
60.30.20,Transport horitzontal
60.30.20.10,Passarel·les transportadores
60.30.20.20,Altres sistemes de transport
60.30.30,Manipulació d'elements
60.30.30.10,Grues
60.30.30.20,Polipast
60.30.30.30,Cintes transportadores
60.30.30.40,Sistemes pneumàtics
60.30.30.50,Altres sistemes de manipulació
70,Urbanització dels espais exteriors
70.10,Elements de fonamentació, contenció de terres i elements estructurals
70.10.10,Fonaments per a elements d'urbanització
70.10.10.10,Sabates per a elements d'urbanització
70.10.10.20,Fonamentació especial per a elements d'urbanització
70.10.20,Murs d'urbanització
70.10.20.10,Murs in-situ d'urbanització
70.10.20.20,Murs prefabricats d'urbanització
70.10.20.30,Murs de gravetat
70.10.20.40,Mur terra armada
70.10.20.50,Mur de gabions
70.10.30,Altres elements estructurals d'urbanització
70.20,Elements de tancaments i protecció d'urbanització
70.20.10,Tancaments de parcel·la
70.20.20,Barreres mòbils
70.20.30,Pilones
70.30,Ferms i paviments
70.30.10,Bases i subbases
70.30.20,Paviments peatonals
70.30.30,Paviments per a trànsit rodat
70.30.40,Esglaonaments d'urbanització
70.30.50,Rampes d'urbanització
70.40,Instal·lacions i serveis
70.40.10,Enllumenat
70.40.10.10,Lluminàries i bàculs
70.40.10.20,Elements d'abalisament
70.40.10.30,Elements de la xarxa i control
70.40.20,Reg i abastament de font
70.40.20.10,Canalitzacions de reg
70.40.20.20,Accesoris de reg
70.40.20.30,Arquetes de reg
70.40.30,Drenatge
70.40.30.10,Canalitzacions de drenatge
70.40.30.20,Reixes i buneras
70.40.30.30,Arquetes i pous de drenatge
70.50,Jardineria
70.50.10,Plantacions
70.50.10.10,Arbrats
70.50.10.20,Gespa
70.50.10.30,Arbustives
70.50.20,Parterres
70.50.20.10,Parterres fixos
70.50.20.20,Parterres mòbils
70.60,Mobiliari urbà i elements de senyalització
70.60.10,Mobiliari exterior
70.60.20,Jocs infantils
70.60.30,Mobiliari exterior especial
70.60.40,Senyalització horitzontal
70.60.50,Senyalització vertical
80,Construccions i instal·lacions temporals
80.10,Implantacions d'obra
80.10.10,Bastides
80.10.10.10,Pont volant
80.10.10.20,Bastida fixa
80.10.10.30,Cavallet
80.10.10.40,Bastida movil
80.10.10.50,Marquesines
80.10.10.60,Lones
80.10.20,Grues
80.10.20.10,Grua torre
80.10.20.20,Grueta
80.10.20.30,Muntacàrregues d'obra
80.10.20.40,Corrioles i polipasts
80.10.30,Casetes
80.10.30.10,Casetes d'obra
80.10.30.20,Lavabos portàtils
80.10.30.30,Casetes d'enmagatzematge
80.10.30.40,Altres mòduls
80.10.40,Tancaments i senyalització
80.10.40.10,Tancaments perimetrals
80.10.40.20,Portes d'accés
80.10.40.30,Rètols
80.10.40.40,Balises de senyalització
80.10.50,Aplecs
80.10.50.10,Aplec de terres i àrids
80.10.50.20,Aplec de productes
80.10.50.30,Palets
80.10.60,Altres elements d'implantació d'obra
80.10.60.10,Sitja
80.10.60.20,Dipòsits d'obra
80.10.70,Gestió de residus
80.10.70.10,Saca de runa
80.10.70.20,Contenidor de runa
80.10.70.30,Runa
80.10.70.40,Residus especials
80.10.70.50,Ferralla
80.10.70.60,Tub de descàrrega de runa
80.10.70.70,Tremuja
80.20,Construccions temporals
80.20.10,Estructures auxiliars i estintolaments
80.20.10.10,Fonamentacions auxiliars
80.20.10.20,Estintolament de façanes
80.20.10.30,Estintolament de serveis
80.20.10.40,Encofrats auxiliars
80.20.20,Instal·lacions provisionals
80.20.20.10,Instal·lació provisional elèctrica
80.20.20.20,Instal·lació provisional d'aigua
80.20.20.30,Instal·lació provisional de sanejament
80.20.20.40,Altres instal·lacions provisionals
80.20.30,Altres construccions temporals
80.20.30.10,Altres construccions temporals
80.30,Equips i eines
80.30.10,Maquinària
80.30.10.10,Maquinària d'excavació i fonamentació
80.30.10.20,Maquinària per a enderrocs
80.30.10.30,Maquinària d'elevació
80.30.10.40,Maquinària d'transport
80.30.10.50,Maquinàrìa de tractament de materials
80.30.10.60,Altres tipus de maquinària
80.30.20,Eines
80.30.20.10,Eines manuals
80.30.20.20,Eines no manuals
80.40,Seguretat i salut
80.40.10,Proteccions individuals i colectives
80.40.10.10,Equips de protecció individual
80.40.10.20,Tanques de protecció caigudes
80.40.10.30,Xarxes de protecció 
80.40.10.40,Línies de vida
80.40.10.50,Altres mitjans de protecció col·lectiva
80.40.20,Equips de mesura preventiva
80.40.20.10,Equips de mesura i detecció de seguretat i salut
80.40.30,Delimitacions de zones de seguretat
80.40.30.10,Zones de trànsit rodat i maquinària
80.40.30.20,Zones de pas de persones
